title,views,link,upload_date,likes,dislikes
Donuts Making Skills in Taiwan / ç”œç”œåœˆè£½ä½œæŠ€èƒ½ - Taiwanese Street Food,"17,740,104",https://www.youtube.com/watch?v=EVzb8V6W4M0,"Jul 26, 2020","101,842","7,902"
TIMELAPSE OF THE FUTURE: A Journey to the End of Time (4K),"44,261,674",https://www.youtube.com/watch?v=uD4izuDMUQA,"Mar 20, 2019","1,725,175","47,438"
Babil 6. BÃ¶lÃ¼m,"1,470,806",https://www.youtube.com/watch?v=ywoSP5AHh7o,"Feb 21, 2020","10,118",609
"Rain & Thunder Sounds in the Foggy Forest | Thunderstorm Sounds for Sleep, Insomnia & Relaxing","14,982,061",https://www.youtube.com/watch?v=nRBCFsU_KDc,"Jun 3, 2018","165,952","9,623"
Water Experiment in Siberia 2 (-40C/F),"10,598,883",https://www.youtube.com/watch?v=7twdVUj9W_w,"Jan 27, 2012","194,559","6,682"
Orphaned cat takes snuggling seriously as the new big sister to her humanâ€™s baby,"1,599,965",https://www.youtube.com/watch?v=MHOxAq7ZJ9U,"Sep 29, 2020","44,623",575
Guns N' Roses - Paradise City,"563,248,221",https://www.youtube.com/watch?v=Rbm6GXllBiw&list=RDCLAK5uy_km8O-Ih1wUwDSDLdsobHb0PURoU136_5Q&start_radio=1,"Dec 25, 2009","1,821,055","87,686"
Top 20 Capital Cities To Visit In Europe,"18,458",https://www.youtube.com/watch?v=iLeSEhjDz6Y,"Oct 2, 2020",568,28
Tom & Jerry | Frenemies! | Classic Cartoon Compilation | WB Kids,"16,997,357",https://www.youtube.com/watch?v=8EQiSXX-mCE,"Jan 5, 2019","31,215","11,338"
Restoring a Bent iPad Pro that was RUN OVER BY A CAR!,"178,981",https://www.youtube.com/watch?v=Cths88Yj8V4,"Oct 3, 2020","10,667",152
Happy Traveller ÏƒÏ„Î± Î½Î·ÏƒÎ¹Î¬ Î¦ÎµÏÏŒÎµ Î¼Î­ÏÎ¿Ï‚ 3 | Î¤Î¿ Î´Î¬ÏƒÎ¿Ï‚ ÎºÎ±Î¹ Î· Î³Ï…Î½Î±Î¯ÎºÎ± Ï†ÏÎºÎ¹Î±!,"15,770",https://www.youtube.com/watch?v=lqgmOPn-KoQ,"Oct 3, 2020",775,15
BTS (ë°©íƒ„ì†Œë…„ë‹¨) 'Dynamite' Official MV (B-side),"75,073,438",https://www.youtube.com/watch?v=BV2FdDmGiW0,"Aug 24, 2020","6,477,268","113,990"
"Yanni - ""Prelude and Nostalgia""_1080p From the Master! ""Yanni Live! The Concert Event""","72,398,141",https://www.youtube.com/watch?v=tKVzm0SBYtQ,"Jan 9, 2017","597,422","28,518"
Î¤Î¿ Î¦Ï‰Ï‚ ÏƒÏ„Î·Î½ Î‘ÎºÏÏŒÏ€Î¿Î»Î· Î±Î»Î»Î¬Î¶ÎµÎ¹ | Î–Ï‰Î½Ï„Î±Î½Î® Î¼ÎµÏ„Î¬Î´Î¿ÏƒÎ·,"180,567",https://www.youtube.com/watch?v=2_Dd3JBAHv4,"Streamed live Sep 30, 2020","2,572",101
"Bharaate (2020) NEW RELEASED Full Hindi Dubbed South Indian Movie | Srii Murali, Sree Leela","8,308,801",https://www.youtube.com/watch?v=9HQ8ExJdndg,"Oct 2, 2020","167,347","8,616"
[MV] IU(ì•„ì´ìœ ) _ eight(ì—ì‡) (Prod.&Feat. SUGA of BTS),"93,671,654",https://www.youtube.com/watch?v=TgOu00Mf3kI,"May 6, 2020","4,635,142","71,695"
Visiting the coldest town in the world - Chilling Out | 60 Minutes Australia,"10,566,160",https://www.youtube.com/watch?v=l1noUh2NrLI,"Jun 20, 2018","105,402","5,235"
ZAYN - Dusk Till Dawn ft. Sia (Official Music Video),"1,448,274,427",https://www.youtube.com/watch?v=tt2k8PGm-TI,"Sep 7, 2017","9,430,981","287,118"
BTS (ë°©íƒ„ì†Œë…„ë‹¨) 'í”¼ ë•€ ëˆˆë¬¼ (Blood Sweat & Tears)' Official MV,"638,455,947",https://www.youtube.com/watch?v=hmE9f-TEutc,"Oct 9, 2016","9,282,324","221,880"
Î¤Î‘ Î”Î™ÎšÎ‘ Î£Î‘Î£ PC SETUP! ep.27 #yourpcsetup,"5,020",https://www.youtube.com/watch?v=TP8mmOUBVjE,"Oct 3, 2020",607,5
BTS (ë°©íƒ„ì†Œë…„ë‹¨) 'IDOL' Official MV,"757,663,851",https://www.youtube.com/watch?v=pBuZEGYXA6E,"Aug 24, 2018","13,644,811","749,452"
BÃ– - Nenni (The Wall),"14,034,722",https://www.youtube.com/watch?v=PfuSANgq358,"Jan 21, 2020","102,005","5,678"
ÎŸÎ¹ ÎºÎ±Î»ÏÏ„ÎµÏÎµÏ‚ ÏƒÏ„Î¹Î³Î¼Î­Ï‚ Ï„Î¿Ï… ÎŸÎ»Ï…Î¼Ï€Î¹Î±ÎºÎ¿Ï ÏƒÏ„Î¿Ï…Ï‚ Î¿Î¼Î¯Î»Î¿Ï…Ï‚ Ï„Î¿Ï… UEFA Champions League | COSMOTE SPORT HD,"77,779",https://www.youtube.com/watch?v=XENnHnKLiNk,"Oct 2, 2020","2,959",84
60 minuta Å trumpfova â€¢ Kompilacija 4 â€¢ Å trumpfovi,"781,626",https://www.youtube.com/watch?v=7Uf5A713EVg,"Oct 24, 2018","2,056",532
BTS (ë°©íƒ„ì†Œë…„ë‹¨) 'Dynamite' Official MV,"443,332,015",https://www.youtube.com/watch?v=gdZLi9oWNZg,"Aug 20, 2020","18,938,410","960,276"
"Stray Kids ""ç¥ë©”ë‰´"" M/V","126,910,712",https://www.youtube.com/watch?v=TQTlCHxyuu8,"Jun 17, 2020","3,226,078","31,318"
BTS (ë°©íƒ„ì†Œë…„ë‹¨) 'MIC Drop (Steve Aoki Remix)' Official MV,"757,205,198",https://www.youtube.com/watch?v=kTlv5_Bs8aw,"Nov 24, 2017","11,573,053","295,467"
Ava Max - Kings & Queens [Official Visualizer],"11,778,403",https://www.youtube.com/watch?v=RNx5f0snpK8&list=RDCLAK5uy_nqRa4MZhGLlzdFysGGDQyuGA43aqJR8FQ&start_radio=1,"Mar 12, 2020","267,246","4,191"
BTS (ë°©íƒ„ì†Œë…„ë‹¨) 'Stay Gold' Official MV,"121,957,241",https://www.youtube.com/watch?v=9IHwqdz8Xhw,"Jun 26, 2020","9,151,952","250,089"
Î§ÏÏ…ÏƒÎ® Î¤Î·Î»ÎµÏŒÏÎ±ÏƒÎ· | ÎšÎ±Î»ÏŒ ÎœÎµÏƒÎ·Î¼ÎµÏÎ¬ÎºÎ¹ | 02/10/2020,"161,006",https://www.youtube.com/watch?v=vE7c_B-zpHA,"Oct 2, 2020","1,510",59
Î›ÎµÏ…ÎºÏŒÏ‚ Î˜ÏŒÏÏ…Î²Î¿Ï‚ Î³Î¹Î± ÎœÏ‰ÏÎ¬ 10 ÎÏÎµÏ‚ | Î“Î¹Î± Î½Î± Î§Î±Î»Î±ÏÏÏƒÎµÎ¹ Î® Î½Î± ÎšÎ¿Î¹Î¼Î·Î¸ÎµÎ¯ Ï„Î¿ ÎœÏ‰ÏÎ¬ÎºÎ¹ ÏƒÎ±Ï‚ !! (White Noise 2019),"368,854",https://www.youtube.com/watch?v=TThwjg3CCBE,"Apr 25, 2018",910,301
I Got 30 Inches Of Jumbo Twist Braids | Hair Me Out | Refinery29,"486,456",https://www.youtube.com/watch?v=JFrWzAkdZaU,"Sep 29, 2020","11,686",201
atv CanlÄ± YayÄ±nÄ±,"5,677 watching now",https://www.youtube.com/watch?v=6JLYy8n7Xz8,"Started streaming Oct 1, 2020","6,567",486
A very small puppy grooming for the first time at 3 months of age (Toy Poodle),"26,303,136",https://www.youtube.com/watch?v=ymU8htqPUoc,"Jun 9, 2020","685,944","23,074"
'Superman dive' at finish line gives 400m hurdler dramatic victory,"20,118,650",https://www.youtube.com/watch?v=54hVDba2HS0,"May 13, 2019","129,284","5,243"
Top Gear - Funniest Moments from Series 21,"603,760",https://www.youtube.com/watch?v=HlPISYqYFgs,"Sep 25, 2020","9,505",137
ÎœÎ· Î¼ Î¿Î½ÎµÎ¹ÏÎµÏ…Ï„ÎµÎ¹Ï‚- Î ÎµÎ³ÎºÏ… Î–Î·Î½Î±,"9,152",https://www.youtube.com/watch?v=QxsYrNnXwMg&list=RDCLAK5uy_n2W8mC_K57eldPtyikGJugAx5zuM3dWCA&start_radio=1,"Mar 28, 2019",89,4
BTS (ë°©íƒ„ì†Œë…„ë‹¨) 'DNA' Official MV,"1,100,717,424",https://www.youtube.com/watch?v=MBdVXkSdhwU,"Sep 18, 2017","16,413,738","855,557"
"The Good Life RadioÂ â€¢Â 24/7 Live Radio | Best Relax House, Chillout, Study, Running, Gym, Happy Music","10,148 watching now",https://www.youtube.com/watch?v=36YnV9STBqc,"Started streaming Mar 27, 2020","153,886","7,540"
Ash bench,"7,778,346",https://www.youtube.com/watch?v=1zOHZZonUHw,"Sep 27, 2020","83,904","2,585"
24kGoldn - Mood (Official Video) ft. Iann Dior,"34,429,625",https://www.youtube.com/watch?v=GrAchTdepsU,"Aug 5, 2020","878,418","14,240"
Justin Timberlake - Mirrors,"695,364,551",https://www.youtube.com/watch?v=uuZE_IRwLNI,"Mar 19, 2013","3,451,484","99,987"
Î•Î½Î±ÏÎ¾Î· ÏƒÏ‡Î¿Î»Î¹ÎºÎ¿Ï Î­Ï„Î¿Ï…Ï‚ 95-96,"308,454",https://www.youtube.com/watch?v=6_Uyom8NaFk,"Feb 19, 2019","5,362",161
"POWER UNLIMITED 3 (2020) Allu Arjun, Anu Emmanueal New Released Hindi Dubbed Blockbuster Movie 2020","8,714,331",https://www.youtube.com/watch?v=2ZjDIZeI8Sg,"Sep 13, 2020","82,775","6,680"
Î¤Î± top 10 Ï€Î¿Î»Ï…Î±Î½Î±Î¼ÎµÎ½ÏŒÎ¼ÎµÎ½Î± games Î¼Î­Ï‡ÏÎ¹ Ï„Î¿ Ï„Î­Î»Î¿Ï‚ Ï„Î¿Ï… 2020! | The Unboxholics Guide,"123,550",https://www.youtube.com/watch?v=SxRRARaX5RE,"Sep 25, 2020","3,869",53
Î ÏÏ‚ ÏƒÏ„Î®Î¸Î·ÎºÎµ Ï„Î¿ Big Brother,"399,106",https://www.youtube.com/watch?v=vza2EDiGLmA,"Sep 11, 2020","27,562",452
Galaxy A71: Official Unboxing | Samsung,"218,272",https://www.youtube.com/watch?v=HTgPl8WV01w,"Sep 30, 2020","9,708",232
Building a Medieval House | 10 Day Bushcraft Shelter Build,"6,391,909",https://www.youtube.com/watch?v=tBiu1Emv31Q,"Jun 29, 2020","73,564","2,294"
Hercai 40. BÃ¶lÃ¼m,"1,512,962",https://www.youtube.com/watch?v=e41nUCEmH8g,"Sep 25, 2020","15,092",993
21 Savage x Metro Boomin - Runnin (Official Music Video),"4,053,006",https://www.youtube.com/watch?v=ZZ6VhTBcc-c&list=RDCLAK5uy_lBGRuQnsG37Akr1CY4SxL0VWFbPrbO4gs&start_radio=1,"Oct 2, 2020","309,431","3,407"
Î— Î±Ï€Î¬Î½Ï„Î·ÏƒÎ· Ï„Î·Ï‚ Î™Ï‰Î¬Î½Î½Î±Ï‚ ÎœÎ±Î»Î­ÏƒÎºÎ¿Ï… ÏƒÏ„Î± ÏƒÎµÎ¾Î¹ÏƒÏ„Î¹ÎºÎ¬ ÏƒÏ‡ÏŒÎ»Î¹Î± | Love It | 02/10/2020,"88,933",https://www.youtube.com/watch?v=y9zX32rr0xc,"Oct 2, 2020","1,170",87
SuperM ìŠˆí¼ì—  â€˜í˜¸ë‘ì´ (Tiger Inside)â€™ MV,"30,137,996",https://www.youtube.com/watch?v=jUsUzbmSLow,"Aug 31, 2020","1,790,166","28,616"
Putin Just Being Putin,"4,274,436",https://www.youtube.com/watch?v=RhfjMH5etj8,"Mar 11, 2014","67,219","3,096"
ĞœĞ°ÑˆĞ° Ñ‚Ğ° Ğ’ĞµĞ´Ğ¼Ñ–Ğ´ÑŒ: ĞĞ° ĞºÑƒÑ…Ğ½Ñ– Ğ· ĞœĞ°ÑˆĞµÑ (Ğ²ÑÑ– ÑĞµÑ€Ñ–Ñ— Ğ¿Ñ–Ğ´Ñ€ÑĞ´) Masha and the Bear,"374,723,858",https://www.youtube.com/watch?v=mosPaiR-nrs,"Jul 12, 2017","792,971","336,040"
BTS (ë°©íƒ„ì†Œë…„ë‹¨) 'FAKE LOVE' Official MV,"782,273,473",https://www.youtube.com/watch?v=7C2z4GqqS5E,"May 18, 2018","13,835,729","527,336"
Fireplace 10 hours full HD,"26,897,983",https://www.youtube.com/watch?v=L_LUpnjgPso,"Oct 2, 2016","74,955","5,155"
Yes Yes Bedtime Camping Song  + More Nursery Rhymes & Kids Songs - CoComelon,"25,492,129",https://www.youtube.com/watch?v=B5OR-JaWeZ4,"Sep 25, 2020","132,705","79,649"
"Concrete Mixer, Police Cars, Fire Truck, Excavator, Tractor & Garbage Trucks Toy Vehicles for Kids","45,210,704",https://www.youtube.com/watch?v=BS4wFMLQOgg,"Sep 1, 2019","133,837","75,990"
EVERGLOW (ì—ë²„ê¸€ë¡œìš°) - LA DI DA MV,"55,282,586",https://www.youtube.com/watch?v=jeI992mvlEY,"Sep 21, 2020","1,118,427","23,768"
Torrential Rains with Thunder and Lightning Storm,"11,750,195",https://www.youtube.com/watch?v=xkfSDRZm3tA,"Oct 2, 2016","72,263","9,825"
Î§Î¯Î¼ÎºÎ¹ - Î Î±Î½Î±Î¸Î·Î½Î±ÏŠÎºÏŒÏ‚ 76-78 | Î£Ï„Î¹Î³Î¼Î¹ÏŒÏ„Ï…Ï€Î± - 1Î· Î‘Î³Ï‰Î½Î¹ÏƒÏ„Î¹ÎºÎ® Euroleague (2/10/2020),"45,369",https://www.youtube.com/watch?v=2_Xzdac1i3c,"Oct 2, 2020",526,22
GREEK MIX #12 - SUMMER IN GREECE 2020 | DJ GOLDEN FETA | ÎšÎ‘Î›ÎŸÎšÎ‘Î™Î¡Î™ Î£Î¤Î—Î Î•Î›Î›Î‘Î”Î‘ 2020 #SummerComeSoon,"1,439,801",https://www.youtube.com/watch?v=8oiofKuwx4Y,"Jan 8, 2020","8,798",771
BTS: Black Swan,"8,568,300",https://www.youtube.com/watch?v=g1-sFn-j5D0,"Sep 30, 2020","1,447,500","4,463"
At the Hospital | Funny Episodes | Classic Mr Bean,"52,690,177",https://www.youtube.com/watch?v=-72P_EFphSc,"Mar 27, 2019","257,262","33,331"
Bryan Adams - Please Forgive Me (Official Music Video),"424,335,574",https://www.youtube.com/watch?v=9EHAo6rEuas,"Oct 31, 2008","1,426,526","62,723"
Getting Ready for School Song + More Nursery Rhymes & Kids Songs - CoComelon,"210,164,719",https://www.youtube.com/watch?v=LCUA25jz5P4,"Feb 15, 2019","521,133","328,898"
"ÎœÎ±Î¸Î·Ï„Î®Ï‚ ÎšÎ±Ï„Î±Î»Î·ÏˆÎ¯Î±Ï‚ ÎÎ•Î¦Î¤Î™Î›Î™Î£Î• Î¤Î‘ ÎœÎœÎ•: ""ÎœÎ±Ï‚ Ï…Ï€Î¿ÎºÎ¹Î½ÎµÎ¯ Î·...."" Î±Ï€Î¬Î½Ï„Î·ÏƒÎµ Î¿ ÎÎ¬Î½Î¸Î¿Ï‚ Î“ÎµÏÎ¼Î±Î½Î¬ÎºÎ¿Ï‚ Î±Ï€ÏŒ Ï„Î¿ Î Î­ÏÎ±Î¼Î±","385,811",https://www.youtube.com/watch?v=7msLPonT-ms,"Sep 25, 2020","7,512",386
Home with Bean | Full Episodes | Mr Bean Official Cartoon,"99,659,459",https://www.youtube.com/watch?v=zw_CgYQtr2U,"Jan 27, 2018","441,736","164,569"
CRAZY WATERMELON IDEAS || 25 Kitchen Tips And Cooking Ideas For Any Occasion,"721,043",https://www.youtube.com/watch?v=kDJz1356L-Y,"Oct 3, 2020","11,024","1,245"
I Survived 100 Days in Hardcore Minecraft... Here's What Happened,"2,686,480",https://www.youtube.com/watch?v=xIlM5l5FIbE,"Jul 9, 2020","74,274","1,319"
ğŸ”´ LIVE! BEST CLASSIC TOM & JERRY MOMENTS | WB KIDS,"6,476 watching now",https://www.youtube.com/watch?v=HRzVQQ25zJw,"Started streaming Sep 10, 2020","66,681","20,370"
"THE CROODS 2 Trailer (2020) A NEW AGE, Animation Movie","10,672,753",https://www.youtube.com/watch?v=wBcBzJ_oofs,"Sep 21, 2020","379,407","6,577"
This is why we love bikers Ep. 2,"23,055,168",https://www.youtube.com/watch?v=KePlqad1pPQ,"Mar 21, 2020","345,612","6,800"
The incredible ibex defies gravity and climbs a dam | Forces of Nature with Brian Cox - BBC,"115,977,490",https://www.youtube.com/watch?v=RG9TMn1FJzc,"Jul 12, 2016","1,151,580","38,140"
"tagesschau 20:00 Uhr, 03.10.2020","154,654",https://www.youtube.com/watch?v=wHnmxFxElE8,"Oct 3, 2020","1,521",372
Bir Zamanlar Ã‡ukurova 65. BÃ¶lÃ¼m,"2,857,411",https://www.youtube.com/watch?v=KHcUNfiZlzo,"Sep 24, 2020","20,168","2,004"
Justin Bieber - Holy ft. Chance The Rapper,"46,476,594",https://www.youtube.com/watch?v=pvPsJFRGleA,"Sep 17, 2020","2,541,783","63,868"
UyanÄ±ÅŸ: BÃ¼yÃ¼k SelÃ§uklu 1. BÃ¶lÃ¼m ğŸ¹,"4,510,895",https://www.youtube.com/watch?v=l7-I-RsZixM,"Sep 28, 2020","63,066","5,247"
H Î­Î¾Î¿Î´Î¿Ï‚ Ï„Î·Ï‚ McLaren Ï„Î¿Ï… Î Î±Î½ÏŒÏ€Î¿Ï…Î»Î¿Ï… Î¼Îµ 300Ï‡Î»Î¼./ÏÏÎ±,"214,242",https://www.youtube.com/watch?v=j1IhJETeH50,"Sep 22, 2020","3,814",94
Î‘Ï€ÏŒ Ï„Î¿ Greek Idol ÏƒÏ„Î¿ The Voice - Î£Î¿ÎºÎ±ÏÎ¯ÏƒÏ„Î·ÎºÎµ Î¿ Î Î¬Î½Î¿Ï‚ ÎœÎ¿Ï…Î¶Î¿Ï…ÏÎ¬ÎºÎ·Ï‚,"37,379",https://www.youtube.com/watch?v=0cEZrKSATbg,"Sep 27, 2020",188,8
DP-12 Shotgun,"9,387,482",https://www.youtube.com/watch?v=3bOVOqccmw0,"Dec 5, 2015","74,347","3,186"
The Dodgers Train Kourtney Kardashian and Kevin Hart,"16,274,917",https://www.youtube.com/watch?v=U9ZL4gbPL7w,"Mar 28, 2019","182,783","4,844"
MG - Mind Games (Official Music Video),"422,889",https://www.youtube.com/watch?v=DYy_KERCiiI,"Sep 29, 2020","23,179",525
Sen Ã‡al KapÄ±mÄ± 12. BÃ¶lÃ¼m,"4,062,486",https://www.youtube.com/watch?v=Ikeo9DhImsI,"Sep 30, 2020","53,409","1,610"
ÎšÎ»Î®ÏÏ‰ÏƒÎ· ÎŸÎ¼Î¯Î»Ï‰Î½ UEFA Europa League 2020-2021,"168,465",https://www.youtube.com/watch?v=_YT6B--7j5U,"Streamed live Oct 2, 2020","3,966",76
Rick Astley - Never Gonna Give You Up (Video),"774,888,092",https://www.youtube.com/watch?v=dQw4w9WgXcQ&list=RDCLAK5uy_lf8okgl2ygD075nhnJVjlfhwp8NsUgEbs&start_radio=1,"Oct 24, 2009","6,977,908","224,009"
IMMUNE - MUEZZIN,"775,167",https://www.youtube.com/watch?v=YQSTS8cklJY,"Sep 19, 2020","22,790",524
OneRepublic - Counting Stars (Official Music Video),"3,066,774,565",https://www.youtube.com/watch?v=hT_nvWreIhg&list=RDCLAK5uy_mfdqvCAl8wodlx2P2_Ai2gNkiRDAufkkI&start_radio=1,"May 31, 2013","12,017,493","398,467"
Time To Cool Off with Mr Bean | Classic Mr Bean,"38,306,654",https://www.youtube.com/watch?v=NVhmq-pB_cs,"Jun 25, 2020","157,263","26,368"
Funny Cats Compilation (Most Popular) Part 1,"15,890,447",https://www.youtube.com/watch?v=JxS5E-kZc2s,"Sep 4, 2015","111,387","5,528"
Watch Sky News live,"14,077 watching now",https://www.youtube.com/watch?v=9Auq9mYxFEE,"Started streaming Nov 2, 2019","230,563","50,464"
ÎšÎ»Î®ÏÏ‰ÏƒÎ· ÎŸÎ¼Î¯Î»Ï‰Î½ UEFA Champions League 2020-2021,"278,791",https://www.youtube.com/watch?v=sfYSCFpUuaM,"Streamed live Oct 1, 2020","6,194",155
The Largest Star in the Universe â€“ Size Comparison,"7,378,989",https://www.youtube.com/watch?v=3mnSDifDSxQ,"Sep 22, 2020","401,550","4,211"
Pence speaks at Workers for Trump event,"223,244",https://www.youtube.com/watch?v=n5fTzsY8Aeo,"Streamed live Aug 28, 2020","5,378",245
Mi 10T Pro - FULL  review - hands on - photos + video + audio  + 5G [Xiaomify],"273,298",https://www.youtube.com/watch?v=VX4-v3Fa3LA,"Sep 30, 2020","5,432",165
Wheels On The Bus (School Edition)  + More Nursery Rhymes & Kids Songs - CoComelon,"49,064,417",https://www.youtube.com/watch?v=fKJi4DYorzc,"Sep 18, 2020","238,004","151,490"
